Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly,Khoang cach toi trung tam (Km),Gia (Tỷ VND)
Đà Nẵng,Hải Châu,Đà Nẵng Plaza,"Dự án Đà Nẵng Plaza, Đường Trần Phú, Phường Thạch Thang, Hải Châu, Đà Nẵng",16.079374,108.222649,69.000000,1.000000,1.000000,,,,,,,Sổ đỏ/ Sổ hồng,3.982241,2.250000
Đà Nẵng,Ngũ Hành Sơn,The Sang Residence,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.038877,108.247406,105.000000,3.000000,,,,,Đông - Nam,Đông - Nam,Nhập khẩu cao cấp.,Sổ đỏ chính chủ.,4.498801,5.200000
Đà Nẵng,Ngũ Hành Sơn,The Sang Residence,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.038877,108.247406,57.900000,1.000000,1.000000,,,,,,Bàn giao nội thất liền tường hàng thương hiệu cao cấp,Sổ đỏ/ Sổ hồng,4.498801,3.030000
Đà Nẵng,Ngũ Hành Sơn,The Sang Residence,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.038877,108.247406,83.000000,2.000000,2.000000,,,,Đông,Đông,"Nội thất liền tường cao cấp nhập khẩu từ Mỹ (Biếp từ, tủ bếp, máy hút khói, máy nóng lạnh, điều hòa âm trần, full nôi thất nhà vệ sinh,...)",Sổ đỏ lâu dài,4.498801,4.690000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.100111,108.228859,63.000000,2.000000,2.000000,,,,,,Full nội thất liền tường cao cấp.,Sổ đỏ/ Sổ hồng,6.348335,3.100000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng.",16.055590,108.223557,48.000000,1.000000,1.000000,,,,,,Full nội thất liền tường cao cấp,Sở hữu lâu dài,2.079542,5.400000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.055590,108.223557,51.300000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.079542,5.200000
Đà Nẵng,Hải Châu,,"Đường Châu Thượng Văn, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.044475,108.220465,40.000000,2.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,1.550296,0.950000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,70.800000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,2.951547,5.800000
Đà Nẵng,Hải Châu,Center Point Đà Nẵng,"Dự án Center Point Đà Nẵng, Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Hải Châu, Đà Nẵng",16.076469,108.217590,47.500000,1.000000,1.000000,,,,,,Đầy đủ,Hợp đồng mua bán,3.472064,3.500000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,70.800000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,2.951547,5.800000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,33.400000,1.000000,1.000000,,,,,,Không nội thất,Hợp đồng mua bán,5.173887,2.400000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Quận Sơn Trà, Đà Nẵng",16.059795,108.230480,70.800000,2.000000,2.000000,,,,,Bắc,,Sổ đỏ/ Sổ hồng,2.951867,5.800000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,77.100000,2.000000,2.000000,,,,,,,,2.951547,4.540000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.098888,108.130192,45.000000,1.000000,1.000000,,,,,Đông - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng,9.952838,1.150000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,64.800000,2.000000,2.000000,,,,,,,,9.886330,1.430000
Đà Nẵng,Sơn Trà,Hiyori Garden Tower,"Dự án Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Đông, Sơn Trà, Đà Nẵng",16.061911,108.237907,61.000000,2.000000,2.000000,,,,,,,,3.766094,3.550000
Đà Nẵng,Sơn Trà,Căn hộ cao cấp Azura,"Dự án Azura, Đường Trần Hưng Đạo, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.071707,108.229057,96.000000,3.000000,,,,,Đông,Tây,Không nội thất,Đang chờ sổ,3.659704,6.000000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.100111,108.228859,46.500000,1.000000,1.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.348335,2.500000
Đà Nẵng,Sơn Trà,Căn hộ cao cấp Azura,"Dự án Azura, Đường Trần Hưng Đạo, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.071707,108.229057,109.000000,2.000000,,,,,,,Nội thất cơ bản.,,3.659704,7.400000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,50.000000,,,,,,,,,,5.173887,3.000000
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng.",15.983247,108.252090,73.000000,2.000000,2.000000,,,,Đông,Tây - Bắc,Không nội thất,Sổ đỏ/ Sổ hồng,8.601486,2.200000
Đà Nẵng,Sơn Trà,Alphanam Luxury Apartment,"Dự án Alphanam Luxury Apartment, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.069962,108.245346,100.000000,2.000000,,,,,,,,,4.891896,7.900000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,70.000000,3.000000,2.000000,,,,Đông - Nam,Tây - Bắc,,Hợp đồng mua bán,9.886330,1.120000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,59.600000,2.000000,2.000000,,,,Đông - Bắc,Đông - Bắc,Cơ bản.,Sổ đỏ/ Sổ hồng,9.886330,1.500000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,85.100000,3.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,2.951547,7.650000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,40.200000,1.000000,1.000000,,,,Tây - Bắc,Đông - Bắc,,Sổ đỏ/ Sổ hồng,5.173887,2.700000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng.",16.050781,108.232903,50.000000,2.000000,1.000000,,,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,2.883435,2.300000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,70.800000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,,Sổ đỏ/ Sổ hồng,2.951547,6.300000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Quận Sơn Trà, Đà Nẵng",16.088383,108.228890,33.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,5.173941,3.070000
Đà Nẵng,Ngũ Hành Sơn,The Sang Residence,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.038877,108.247406,105.500000,3.000000,2.000000,,,,Đông,Đông,Nội thất cao cấp 5 sao,Hợp đồng mua bán,4.498801,5.200000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.089020,108.228302,76.100000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,5.207459,3.880000
Đà Nẵng,Liên Chiểu,Nam Ô Discovery,"Dự án Nam Ô Discovery, Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.103662,108.137764,80.000000,2.000000,2.000000,,,,,Đông,,Sổ đỏ/ Sổ hồng,9.636846,5.810000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,70.000000,2.000000,2.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,5.173887,4.500000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,45.000000,1.000000,1.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.100000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,59.600000,2.000000,2.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.530000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,32.900000,1.000000,1.000000,,,,,,,Sổ đỏ/ Sổ hồng,5.173887,3.110000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.100111,108.228859,113.000000,3.000000,3.000000,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng.,6.348335,5.876000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,70.800000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng.,2.951547,5.400000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,70.800000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,2.951547,5.310000
Đà Nẵng,Hải Châu,Indochina Riverside Towers,"Dự án Indochina Riverside, Đường Bạch Đằng, Phường Bình Hiên, Hải Châu, Đà Nẵng",16.069986,108.224541,90.000000,2.000000,2.000000,,,,,,"- Full NT gồm: Tủ lạnh, tivi, tủ bếp, bồn tắm, giường, nệm, máy lạnh, bàn ghế,... - Full NT gồm: Tủ lạnh, tivi, tủ bếp, bồn tắm, giường, nệm, máy lạnh, bàn ghế,...",Sổ đỏ/ Sổ hồng,3.203848,4.950000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,70.000000,3.000000,2.000000,,,,,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.690000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,60.000000,2.000000,2.000000,,,,,Đông - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.460000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,70.000000,3.000000,2.000000,,,,,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.700000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,45.000000,1.000000,1.000000,,,,,Tây - Nam,Cơ bản.,Sổ đỏ/ Sổ hồng,9.886330,1.100000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,70.000000,3.000000,2.000000,,,,,Đông - Bắc,Cơ bản.,Hợp đồng mua bán.,9.886330,1.750000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,60.000000,2.000000,2.000000,,,,,Đông - Bắc,Cơ bản.,Đang chờ sổ.,9.886330,1.450000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,60.000000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,9.886330,1.400000
Đà Nẵng,Liên Chiểu,,"Đường Âu Cơ, Phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng",16.078015,108.121297,80.000000,,,,,,,,,,9.711296,2.650000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.055590,108.223557,51.000000,1.000000,1.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,2.079542,5.300000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,45.000000,1.000000,1.000000,,,,Tây - Nam,,Cơ bản.,Sổ đỏ/ Sổ hồng.,9.886330,1.120000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.089020,108.228302,45.000000,2.000000,2.000000,,,,Đông,Tây - Bắc,"Đầy đủ Các căn hộ tại Peninsula được trang bị nội thất từ các thương hiệu nổi tiếng như Bosch, Panasonic, Hafele, giúp bạn tiết kiệm từ 300 - 400 triệu đồng cho mỗi căn hộ.",Sổ đỏ/ Sổ hồng,5.207459,2.100000
Đà Nẵng,Liên Chiểu,,"Đường Huỳnh Dạng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.097516,108.132382,48.000000,2.000000,1.000000,,,,,,Cơ bản,Hợp đồng mua bán,9.673809,1.100000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,50.000000,,,,,,,,,,5.173887,3.000000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,37.300000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,9.886330,1.100000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,59.200000,2.000000,1.000000,,,,Tây - Nam,Đông - Bắc,,Sổ đỏ/ Sổ hồng,9.886330,1.400000
Đà Nẵng,Sơn Trà,The Monarchy,"Dự án The Monarchy, 535 Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.056145,108.233322,68.000000,2.000000,2.000000,,,,Nam,Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,3.067716,2.650000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,69.600000,3.000000,2.000000,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng.,9.886330,1.800000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,88.300000,3.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Không nội thất.,Sổ đỏ/ Sổ hồng,5.173887,4.770000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232903,40.000000,,,,,,,,,,2.883435,3.000000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,50.000000,1.000000,1.000000,,,,,,Không nội thất.,Sổ đỏ/ Sổ hồng,5.173887,2.840000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,57.000000,2.000000,2.000000,,,,,Đông - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng,9.886330,1.250000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.100111,108.228859,65.000000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.348335,3.100000
Đà Nẵng,Hải Châu,Căn hộ Quang Nguyễn,"Dự án Căn hộ Quang Nguyễn, Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.043289,108.210068,75.000000,2.000000,2.000000,,,,,Đông - Nam,Nội thất dính tường.,,0.586971,2.600000
Đà Nẵng,Ngũ Hành Sơn,The Sang Residence,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.038877,108.247406,82.500000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.498801,4.550000
Đà Nẵng,Hải Châu,SAM Towers,"Dự án SAM Towers, Đường Như Nguyệt, Phường Thuận Phước, Hải Châu, Đà Nẵng",16.087999,108.220932,70.000000,2.000000,2.000000,,,,,,Cơ bản,Hợp đồng mua bán,4.793682,4.500000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232903,28.300000,1.000000,1.000000,,,,Tây - Nam,Đông - Bắc,Không nội thất,Hợp đồng mua bán,2.883435,1.700000
Đà Nẵng,Sơn Trà,Alphanam Luxury Apartment,"Dự án Alphanam Luxury Apartment, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.069962,108.245346,78.000000,2.000000,2.000000,,,,Bắc,Nam,Đầy đủ.,Sổ đỏ/ Sổ hồng.,4.891896,4.350000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.055590,108.223557,48.000000,1.000000,1.000000,,,,Đông,Tây,Cơ bản.,Sổ đỏ/ Sổ hồng,2.079542,5.800000
Đà Nẵng,Ngũ Hành Sơn,Hyatt Regency Danang Residences,"Dự án Hyatt Regency, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16.013021,108.263741,75.000000,,,,,,Tây - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ/ Sổ hồng,7.216909,4.000000
Đà Nẵng,Hải Châu,Blooming Tower Đà Nẵng,"Dự án Blooming Tower, Đường Xuân Diệu, Phường Thuận Phước, Hải Châu, Đà Nẵng",16.090569,108.216316,109.370000,2.000000,2.000000,,,,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,4.932047,3.700000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,70.000000,2.000000,2.000000,,,,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng,5.173887,4.550000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232903,49.000000,1.000000,1.000000,,,,,,Không nội thất,Sổ đỏ/ Sổ hồng,2.883435,2.200000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,50.000000,2.000000,1.000000,,,,Đông - Nam,Đông - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.,9.886330,1.100000
Đà Nẵng,Sơn Trà,Sun Ponte Residence Đà Nẵng,"Dự án Sun Ponte Residence Đà Nẵng, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.059795,108.230476,50.000000,1.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.951547,3.000000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.055590,108.223557,50.000000,1.000000,,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,2.079542,5.500000
Đà Nẵng,Hải Châu,The Filmore Da Nang,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.055590,108.223557,75.000000,2.000000,2.000000,,,,,,Đầy đủ,,2.079542,9.040000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232903,50.200000,1.000000,1.000000,,,,,,Không nội thất.,Hợp đồng mua bán.,2.883435,3.700000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,85.400000,2.000000,2.000000,,,,,,Không nội thất,Hợp đồng mua bán,5.173887,7.560000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,72.000000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,5.173887,4.000000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Quận Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232900,49.000000,1.000000,,,,,Tây,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng,2.883163,2.600000
Đà Nẵng,Sơn Trà,Hiyori Garden Tower,"Dự án Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Đông, Sơn Trà, Đà Nẵng",16.061911,108.237907,63.000000,2.000000,2.000000,,,,,,Cao cấp.,Sổ đỏ/ Sổ hồng,3.766094,3.560000
Đà Nẵng,Liên Chiểu,The Ori Garden,"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.092373,108.126587,45.000000,1.000000,1.000000,,,,Đông - Bắc,Tây - Nam,Cơ bản,Hợp đồng mua bán,9.886330,1.100000
Đà Nẵng,Sơn Trà,Fusion Suites Da Nang Beach,"Dự án Fusion Suites Da Nang Beach, Đường Võ Nguyên Giáp, Phường Mân Thái, Sơn Trà, Đà Nẵng",16.076031,108.244514,63.000000,2.000000,1.000000,,,,Đông,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng.,5.200528,3.480000
Đà Nẵng,Sơn Trà,Peninsula Đà Nẵng,"Dự án Peninsula Đà Nẵng , Đường Lê Văn Duyệt, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.089020,108.228302,71.800000,2.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,5.207459,3.700000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,77.000000,2.000000,2.000000,,,,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng,5.173887,5.775000
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088383,108.228889,52.000000,1.000000,1.000000,,,,,,,,5.173887,3.000000
Đà Nẵng,Ngũ Hành Sơn,Sun Cosmo Residence,"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.050781,108.232903,48.600000,1.000000,1.000000,,,,,,Không nội thất,Hợp đồng mua bán,2.883435,2.420000
