Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Đà Nẵng,Sơn Trà,,"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0558376,108.2449005,4900000000.0,92,2,1,1,7.0,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,The Ocean Villas,"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16.01702308654785,108.26024627685547,29500000000.0,624,2,2,,10.0,13.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 1, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.049333,108.2483028,30000000000.0,80,15,16,8,10.0,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Điện Biên Phủ, Phường Hải Châu II, Hải Châu, Đà Nẵng",16.0657244,108.1972753,9100000000.0,100,12,14,6,10.0,10.0,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Sơn Thủy, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16.0121313,108.2538492,5100000000.0,125,5,3,3,6.0,5.0,Tây,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Phan Huỳnh Điểu, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",15.9872777583043,108.236148211905,5800000000.0,110,4,6,5,7.0,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Phố Lê Thanh Nghị, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0390475,108.2180769,9500000000.0,71,5,4,3,10.0,5.0,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Hữu Thọ, Phường Hải Châu II, Hải Châu, Đà Nẵng",16.0393576,108.2104178,10000000000.0,70,6,5,3,33.0,,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường 2/9, Phường Bình Thuận, Hải Châu, Đà Nẵng",16.0792406,108.2149453,6900000000.0,"77,3",5,5,3,10.0,4.2,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Văn Linh, Phường Phước Ninh, Hải Châu, Đà Nẵng",16.060864,108.2205242,28800000000.0,112,5,5,4,40.0,4.5,Đông - Nam,Đông - Nam,,
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 19, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0496208,108.240249,7300000000.0,"60,1",,,,,4.5,,,,
Đà Nẵng,Hải Châu,,"Đường Núi Thành, Phường Hải Châu I, Hải Châu, Đà Nẵng",16.0406546,108.2218342,6850000000.0,30,5,5,3,30.0,6.5,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Ngô Mây, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",16.0030634,108.2084575,3750000000.0,120,3,2,2,,,Tây,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường An Đồn 5, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0720666,108.238211,21000000000.0,"92,2",13,14,8,5.5,4.7,Nam,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,Làng Châu Âu (Euro Village),"Dự án Euro Village, Đường Ngô Quyền, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.064449310302734,108.23332214355469,33000000000.0,250,,,3,,10.0,,,,
Đà Nẵng,Sơn Trà,Làng Châu Âu (Euro Village),"Dự án Euro Village, Đường Ngô Quyền, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.064449310302734,108.23332214355469,30000000000.0,250,4,4,3,7.5,,Đông,,,
Đà Nẵng,Sơn Trà,Làng Châu Âu (Euro Village),"Dự án Euro Village, Đường Ngô Quyền, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.064449310302734,108.23332214355469,33000000000.0,250,,,3,,10.0,,,,
Đà Nẵng,Sơn Trà,Làng Châu Âu (Euro Village),"Dự án Euro Village, Đường Ngô Quyền, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.064449310302734,108.23332214355469,30000000000.0,250,4,4,3,7.5,,Đông,,,
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hải Châu,,"Đường Bạch Đằng, Phường Phước Ninh, Hải Châu, Đà Nẵng",16.0637586,108.224128,180000000000.0,"333,7",65,70,10,45.0,10.0,Đông - Nam,Đông - Nam,Nội thật khách sạn chuẩn 5*,
Đà Nẵng,Sơn Trà,,"Đường Nguyễn Văn Thoại, Phường An Hải Đông, Sơn Trà, Đà Nẵng",16.0575843606527,108.245693683001,8900000000.0,"107,8",5,5,3,,5.0,Tây - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Phan Hoan, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",15.9872777583043,108.236148211905,5800000000.0,110,4,5,5,7.5,,Đông - Bắc,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Ngô Thì Hiệu, Phường Thọ Quang, Sơn Trà, Đà Nẵng",16.0984228,108.2332572,9800000000.0,"154,6",4,4,3,,8.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Đống Đa, Phường Thanh Bình, Hải Châu, Đà Nẵng",16.0847145,108.2110626,21609000000.0,147,3,4,3,25.0,6.5,Đông - Nam,Đông - Nam,,
Đà Nẵng,Sơn Trà,,"Đường Phạm Văn Đồng, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0706714,108.2367794,28500000000.0,125,,,,,,,,,
Đà Nẵng,Hải Châu,,"Đường Thanh Thủy, Phường Thanh Bình, Hải Châu, Đà Nẵng",16.0829084,108.2140258,19000000000.0,160,4,,3,7.5,9.0,,,"Nội thất hiện đại, thông minh.",Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",16.0124407,108.2386113,8199999999.999999,167,7,7,3,7.5,8.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Phố Thạch Lam, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0576304,108.2443058,16000000000.0,126,8,9,4,6.0,6.7,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Đỗ Bá, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0515136,108.2454557,13700000000.0,70,3,3,3,11.5,5.0,Nam,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0452593,108.2471665,9200000000.0,100,5,3,2,6.0,5.0,Tây,Tây,Đầy đủ,
Đà Nẵng,Hải Châu,Regal Pavillon Đà Nẵng,"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.033109664916992,108.22423553466797,12500000000.0,120,,,4,,6.0,Bắc,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0452593,108.2471665,9200000000.0,100,5,3,2,6.0,5.0,Tây,Tây,Đầy đủ,
Đà Nẵng,Hải Châu,Regal Pavillon Đà Nẵng,"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.033109664916992,108.22423553466797,12500000000.0,120,,,4,,6.0,Bắc,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Hà Thị Thân, Phường An Hải Tây, Sơn Trà, Đà Nẵng",16.0588563,108.2327361,10990000000.0,154,2,1,1,7.5,7.87,Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hải Châu,,"Đường Núi Thành, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0328772,108.2227792,12000000000.0,"94,5",4,3,3,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0699536957891,108.243287978141,11800000000.0,88,7,7,5,5.5,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 36, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.0531783,108.2441548,19990000000.0,85,15,16,8,7.5,5.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Lê Đình Thám, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0413810909668,108.218075689348,8690000000.0,78,3,4,3,10.5,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0341014,108.2213753,5790000000.0,70,3,,3,5.5,5.0,,,,
Đà Nẵng,Sơn Trà,,"Đường Trần Quang Khải, Phường Thọ Quang, Sơn Trà, Đà Nẵng",16.103704,108.2514027,6790000000.0,125,1,1,1,10.5,,,,,
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 10, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.047857,108.2430689,19990000000.0,120,15,18,7,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Trần Cao Vân, Phường Xuân Hà, Thanh Khê, Đà Nẵng",16.0711811,108.1955668,2870000000.0,66,3,2,2,3.5,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Nguyễn Thị Ba, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.0943919,108.2302349,3900000000.0,85,3,2,2,5.5,,Tây - Bắc,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Trần Hưng Đạo, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0768775,108.2288615,18000000000.0,100,2,2,2,15.0,5.0,Đông,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Ngô Quyền, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0793647,108.2336744,46000000000.0,250,9,9,9,42.0,10.0,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Hà Huy Tập, Phường Chính Gián, Thanh Khê, Đà Nẵng",16.0659745,108.192036,8700000000.0,"78,7",4,3,3,10.5,4.5,Tây,,,
Đà Nẵng,Hải Châu,,"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0413810909668,108.218075689348,5200000000.0,90,2,2,1,5.5,6.5,Tây - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",16.0384103,108.2102949,12000000000.0,107,6,4,4,30.0,5.19,Đông - Bắc,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Phan Kế Bính, Phường Thuận Phước, Hải Châu, Đà Nẵng",16.0823663,108.2187165,4500000000.0,"92,9",2,4,2,3.0,5.19,Bắc,Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Phan Kế Bính, Phường Thuận Phước, Hải Châu, Đà Nẵng",16.0823663,108.2187165,4500000000.0,"92,9",2,4,2,3.0,5.19,Bắc,Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Lê Thiệt, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0825731,108.1603835,5650000000.0,72,3,4,3,6.0,4.5,Tây - Nam,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Phú Xuân 5, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0732035,108.1661244,6190000000.0,90,4,4,3,6.0,5.0,Tây - Nam,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Thanh Khê,,"Đường Hà Huy Tập, Phường Xuân Hà, Thanh Khê, Đà Nẵng",16.0711559,108.1917236,4250000000.0,63,3,,3,,,,,,
Đà Nẵng,Sơn Trà,,"Đường Võ Nguyên Giáp, Phường Mân Thái, Sơn Trà, Đà Nẵng",16.0829995,108.247828,125000000000.0,230,70,71,15,33.0,10.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Nguyễn Văn Linh, Phường Thạc Gián, Thanh Khê, Đà Nẵng",16.0590245,108.2072037,25000000000.0,1.000,4,3,3,26.0,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Đỗ Thế Chấp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0779544,108.2442083,15500000000.0,90,13,13,9,,,,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.0302205,108.2525802,25500000000.0,90,13,13,8,7.5,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 2, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.049235,108.2472165,26000000000.0,90,13,14,8,7.5,5.0,Tây,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đinh Đức Thiện, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0773357,108.15888,6500000000.0,90,4,4,3,,,Đông - Bắc,,,
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0476897,108.2466488,9500000000.0,70,5,5,4,7.5,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Hồ Nghinh, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.07304,108.2429872,25000000000.0,101,22,22,9,15.0,15.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0413810909668,108.218075689348,137000000000.0,850,4,5,3,7.5,33.0,,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Lê Ninh, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0726599,108.2375849,9200000000.0,90,4,4,3,5.5,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Tân Thái, Phường Mân Thái, Sơn Trà, Đà Nẵng",16.0865629,108.2458865,9500000000.0,75,,,,,,,,,
Đà Nẵng,Sơn Trà,,"Đường Hà Bổng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0671719,108.2443389,240000000000.0,513,100,101,16,7.5,23.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Ông Ích Khiêm, Phường Hải Châu II, Hải Châu, Đà Nẵng",16.0664599,108.2142707,13000000000.0,56,,,,10.5,,,,,
Đà Nẵng,Sơn Trà,,"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",16.0603014,108.2362951,24500000000.0,226,8,8,3,,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng.",16.0341014,108.2213753,6000000000.0,70,3,3,3,5.5,5.0,,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Phan Bá Phiến, Phường Thọ Quang, Sơn Trà, Đà Nẵng",16.0930345,108.2480226,6000000000.0,110,9,9,2,7.5,5.1,Tây - Nam,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Trần Văn Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0416287,108.2453128,16899999999.999998,110,13,13,7,,8.5,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0574731,108.2465536,260000000000.0,270,,,23,,,,,,
Đà Nẵng,Sơn Trà,,"Đường Phạm Vấn, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0862406,108.2447794,6550000000.0,85,3,2,2,7.5,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Lý Triện, Phường An Khê, Thanh Khê, Đà Nẵng",16.0592072,108.1854167,5500000000.0,100,1,1,,7.5,,,,,
